29.66132915,30.64489553,30.97847055,29.61545535,28.28774785,27.71385266,30.16454704,27.47573805,26.20484335,29.30357854
88.64538051,88.71733708,90.67327102,88.59773803,88.69013668,89.52024013,89.27652703,91.7407054,87.13556165,90.42088947
12.95143956,47.63747736,75.91744868,82.14580014,85.56959513,84.8297727,14.94963121,82.06137143,50.56346159,80.71564604
12.60463769,31.77491742,92.30348313,68.86737227,77.55740929,74.7005721,12.01931254,88.69036905,90.95988327,90.29567533
12.25484266,85.7315685,78.85990312,69.40524176,55.74777551,57.81422374,18.88971699,66.57615728,87.75203815,87.47427299
33.24915982,68.84362501,81.38960094,84.70040744,87.47979037,90.90876936,51.85696376,87.9137846,73.44680167,79.40919355
13.03051482,35.53220922,88.30161129,59.28917534,76.53468856,79.73246888,11.60342285,85.26433274,86.02916498,83.86525401
15.09477253,58.75387275,85.90668395,82.80945646,89.62796008,81.85170238,19.84154648,95.07753601,79.00300177,84.10538174
14.88364377,45.30436224,84.58713145,75.77352948,85.93120824,84.17243379,15.13129253,89.09725048,62.27712683,78.43476641
14.45087254,37.54641578,82.74331946,64.30247538,78.1960831,82.52278666,13.0867956,88.66338843,48.35861824,72.64637231
33.88087728,62.15540543,62.21903821,77.87971167,81.10497838,91.66297239,53.6442462,81.33398607,53.79941637,73.7016278
19.01589254,65.14796239,88.75049594,87.15824792,93.2221045,89.78170694,41.61318996,94.36301453,81.89360333,83.64621407
46.54155629,66.53249925,84.22810829,83.99721493,86.9094509,64.61030051,58.5009883,90.86857775,76.63343178,83.41547689
53.38739278,72.36254751,75.17054097,81.90841143,79.86590312,64.19057633,60.05036879,86.17440535,78.55194037,89.72463501
54.7853014,54.18823202,81.19035403,86.01731516,92.49021049,70.87727323,55.02298612,92.5259123,76.04011673,75.02503132
83.81841336,82.47089493,91.80434133,87.74249136,85.41516005,87.71402716,86.13716438,91.46089962,87.55319833,90.89516246
46.17688072,49.67740722,79.18331124,85.67864389,91.60312386,69.57385716,43.624712,90.02248573,72.76724962,59.16295212
25.67815134,66.27185056,86.17054097,75.59225442,75.16778014,85.77932489,26.15647692,82.77589291,84.62248004,91.38439815
75.53433508,87.11579047,72.01780752,78.25472113,55.9958501,41.43217102,73.00219827,66.84933151,88.98004295,84.27421429
39.20583286,67.35510447,90.30519953,91.02358423,76.67009374,78.0185353,42.34620836,77.63178523,73.13430369,85.86826925
74.10280162,90.27182569,82.24058942,72.23918301,47.31356567,75.29694086,63.07747183,60.03465807,77.22005483,85.05129446
14.1464678,35.52881503,84.04851899,69.01620548,82.4668983,87.91125188,14.13936265,87.92867997,73.1124002,84.14761353
32.20257946,89.2210586,86.4991418,81.26085097,40.79379523,64.37518026,32.36919448,50.37816337,58.87587595,69.54616856
20.8514839,88,42.1830221,86.44295186,33.52750627,80.1290198,29.01931254,30.36161765,24.89108742,31.49039721
12.23519924,34.21669485,92.11671735,77.70609139,84.83106609,79.00964598,11.34620836,89.14458018,91.82432163,91.79900428
57.37789748,48.44551139,82.91744868,77.79247788,88.69773344,86.21894318,56.32074435,89.96031759,65.53129485,79.01294124
20.97705711,44.3947443,84.98564703,62.11771596,65.24247247,73.57066283,42.59974927,80.95245126,79.67054674,81.6069225
68.73693822,81.2681166,84.53861246,83.61214814,86.17682912,85.50465866,67.76209805,91.42587421,84.43284816,88.61374872
23.80209621,91.21022137,60.4524729,75.41868234,52.81633835,72.04076646,20.31932699,29.23191649,41.71192143,32.23074536
12.58817674,89.84427967,45.08970605,85.72626421,33.19794978,78.20456576,13.3188257,24.84357168,25.30998206,33.14513108
14.03654924,88.30433738,38.26383527,84.74550534,23.83421449,69.8606716,13.89169359,24.9042947,21.83701718,28.84155254
87.00630496,5.449220476,24.57823857,12.80338034,7.508113213,9.163716345,89.34620836,7.041494856,10.68575821,8.278941376
87.43748826,7.521662025,21.80806326,9.323099237,7.521579116,10.1274528,85.04449693,8.80271143,9.231006569,12.41872539
75.88832849,8.546730674,28.08455686,8.384467375,11.90637203,11.32974438,82.27455043,10.43556934,7.027907022,14.19579946
86.98980601,7.34426724,29.77218084,6.761970403,8.32051905,6.968728444,85.99412815,10.65983854,7.607268569,10.53215165
88.43148157,8.180788976,32.66092359,10.29770994,10.17067305,9.18069572,90.74645909,8.535769533,8.608526529,10.20796324
