0,1,2
41680.86882162912,1029.3402717050064,1264.3883361609103
199.36919760036798,214.98046402046455,226.43372756854853
76.89605269496198,127.94537693138811,111.12857115518992
51.99972532812766,34.01841121498388,61.02203137038524
3.813400812077219,6.297500422094829,3.836108203014638
4.523812665953869,4.9704078633342075,4.747353408381857
41.10326074730134,38.01028217797931,24.63279701467405
0.9942623686291527,0.9988262482577172,0.10572373229219117
63.03045763269142,58.01296941929269,66.83407268567339
196.52752083959382,194.9682123148301,163.127997631236
1.9955048688979715,2.0005723383392398,2.040544000635324
120.38656142335343,102.0401309968112,106.31136332077172
78.14917446773674,68.00961345151185,88.93815794065455
40.937297288046324,41.992239775888045,32.413516286563
47.916115918769215,49.98700150564347,39.77719973312092
252.25624087772343,89.92957489546302,1240.954534968765
