0,1,2
0.321486591799998,0.016271645597078454,0.0373305999510459
0.321486591799998,0.02051353426405099,0.05433591497877381
0.33536690492361076,0.024504810833931998,0.06436749628896168
0.33536690492361076,0.02603539317766202,0.0768320838127689
0.9626014430720334,0.032143606665679315,0.0768320838127689
1.2673160733121276,0.04562832506468811,0.1277942374272134
1.3053974530063144,0.05770774760860466,0.1823166789290473
0.9944434347929546,0.060884403765718624,0.17357028584356884
1.1470333767192,0.07704915944778527,0.2194202366977423
1.15390470486052,0.10944009961135878,0.2943050920980567
1.166086606836223,0.13632330869897388,0.3081457379555738
1.0243003024001458,0.17690552758300077,0.33052923236942555
0.734711121531672,0.29754135518118835,0.34620575055015806
0.7619693901201503,0.3329497876297499,0.41606410064538696
0.8461144773078554,0.4280125665241272,0.5274023189789202
0.7666981848661978,0.5195308883911508,0.6383000419769859
0.9405312351836767,0.6072027907508105,0.7632369646677267
1.3402267366207004,0.8509695542217609,1.0117719115269097
0.9894146197929465,0.9853401470349367,1.0899979841629681
1.2188007783795167,1.069300149043663,1.257304445269347
1.4459564537113025,1.2418153524609912,1.4529303347778892
1.5293068633501212,1.421916182962233,1.5812256746702873
1.588380305239754,1.7508898806988018,1.707961696221588
1.5306292443647869,2.06465574903151,1.872643838286228
1.3204323537189855,2.5568821163658213,1.955294059348252
1.3386453437792534,2.916186396059781,2.1746955034078197
1.2486038356313245,3.5187144561263146,2.2804800608272173
1.2154087652695504,3.9930151773390685,2.350828031590049
1.3795449279764571,4.527300619394003,2.399720424082824
1.4988561829860951,5.030182369786645,2.6927888459824163
1.5142058601337363,5.27770488337025,2.805570634772561
1.469718834834475,5.359276137122619,3.186010018228465
1.4669871075782348,5.6441646268229535,3.609234742669139
1.4356821454914823,5.443272617516117,4.022683223277839
1.4320241550299684,5.6037389603125805,4.4528095535114485
1.2466368096001628,5.6306444050288365,5.077149498428225
1.0841722396213989,5.59724582253656,5.6189608813871255
1.046173097557582,5.89049757209921,6.251726530650235
0.9142722281802069,6.299567959073841,6.528725998193214
0.9578953701591714,6.744777913999531,6.833436603126628
0.8862449868053177,7.579072500290474,6.839484531346318
0.7024714920071182,8.460419178795732,6.5020907637820375
0.8330018924055935,9.30398284190585,6.201775200411127
0.8275161735540351,9.887558611531775,5.833898039914107
1.19382196082216,10.288006718538988,5.624978245110314
1.2214752688991564,10.37189129212372,5.378943528846284
1.1016911054117258,10.917247862945581,5.406839916721597
1.0630787672679558,11.087453945673925,5.50311165156309
1.0057842362766953,11.153011528222136,5.588978836268747
1.0959503732868099,10.608132410300552,5.662107373167762
1.0484803092683488,10.883827694282576,5.55769878779919
0.585560743616397,11.511300969898908,5.351871262948966
0.5692349147226001,11.817979509591904,5.363682728184799
0.4977602960166022,11.993503415976528,4.9867162198929975
0.687664203850838,12.330802741474173,4.754171679547661
0.7507028103353903,12.509667826515791,4.794021591341433
0.4071780230730605,13.17430106953576,5.044770930931806
0.42769332813043287,13.062804154683734,5.104972038076332
0.44129491310290586,12.353386764049425,5.567043901317919
0.43869494439202344,12.396510089603488,6.5509735694044995
0.4524823368664439,12.206016243275126,7.643849488355703
0.30204770710565315,11.935258297994642,8.137388775219614
0.2545570142692997,11.708652006018731,8.618225317548767
0.24198616535193132,11.227412833136679,8.630351034050467
0.2323535432692277,10.793280822935044,8.896841610179319
0.21596086152267238,11.132022096474524,8.573782643651834
0.35862062379435755,11.165712137395387,8.078920794139405
0.5187252127798017,11.171141839000793,7.270088271197406
0.8057852494596579,11.122564011331269,6.674089538627254
0.8085751364345276,10.790175468788448,6.330369899709799
0.8152563105068354,11.289375401157606,6.4978499280449915
0.9700311005391982,11.480407882535001,6.933995656223349
1.1173749223432865,11.059210621235714,6.763929491205187
1.2879676396785915,10.987268303195284,7.021670032356757
1.1338786367622853,10.618450003823725,7.144296265578817
0.8341728158807561,10.533484529434569,7.755754267714605
0.8447091796623635,10.597857771632567,7.704312015588897
0.8521625307969245,10.473593467634794,7.349601522416788
0.6822795599222076,10.244038181216352,6.768165784445709
0.5490573413627869,10.356653120217976,7.083606616520705
0.2511428184819226,10.899406457476536,6.43153656266481
0.278322555842365,11.079641545727105,6.210851878565301
0.28278875783821683,10.996924267762616,5.701673541440118
0.27060548560850056,10.85016046634645,5.692129501106713
0.26543019057045203,10.385142696064472,5.420932876363285
0.27073979041064716,9.890938154228643,5.424439173385867
0.26351463872161285,9.989775298695632,5.395481759420154
0.2818651041483166,9.059180788390998,5.1554589803310815
0.26393041218292573,8.810630708572768,5.111927543842514
0.40876578160850097,8.89660769028958,5.186656546658195
0.4091507782429272,9.037266618350184,5.168309561890987
0.49353115195125,9.215115234593265,5.401936684761834
0.5749847538293307,9.75512060168984,5.48255206783831
0.624609349357196,9.741234102533488,5.267946872901995
0.6344873089144899,9.939275281659809,5.517239779247868
0.6915135927648455,9.94651504388832,5.442315919570499
0.6191995816804476,10.122461904268134,5.459001091492474
0.8336327713549481,9.862188202041445,5.467831824704929
0.8089966308628646,9.791414442446207,5.418544252359922
0.7480276204738545,10.639029864493077,5.3434814966776
0.7271194181675775,11.028646450520624,5.362509075996232
0.7346043600109432,11.06655992794963,4.973058727442786
0.6882497525349665,11.410402076807562,4.920183579956092
0.6729960990079327,11.211681080692125,5.090751738361868
0.5311531317743287,11.476935606325517,5.195375299722265
0.7965198033724186,11.741927051523959,5.113591085792747
0.8356855504562071,12.111617756041243,5.149899160343683
0.8815508745992837,11.97481414153757,5.279349290989314
1.3935612611287362,12.161357153446273,5.537838348076909
1.5078250293384445,12.534299976653383,5.740141174726867
1.7277871018024087,12.930302101812112,5.692427061611446
1.881802625021039,13.35691212409583,5.8093476306647895
1.5884672972310159,13.561572403526869,5.95084925580978
1.5348431224412948,13.84951478298179,5.905094281180902
1.5742424527904473,14.60726552358271,6.053589879588118
1.2536016030829935,15.094996632993407,6.296309720369666
1.4288546281891876,15.554622153589266,6.1729217491513255
1.3333633931565638,15.773946755449803,6.117191627441449
1.3561654688068452,16.421973544252797,6.233138455301228
1.8346299723645139,17.112540597563143,6.409202502562392
2.201541439798536,17.40199785700507,6.567388203696068
2.2489368809998824,17.454659272295284,6.676890395533484
2.377695508703688,17.643321817373582,6.9235183893025924
2.207601741117837,17.167182972479203,7.181664849620777
2.6271914303837507,17.356464906749974,7.565173044739322
2.7375703244687495,17.263475291836976,7.612965622710041
2.7939884969953797,17.197885621546902,7.6657722254218825
2.658731610200798,17.072077451755117,8.05004335905715
2.9113457871921034,17.986372573078235,8.198177269096695
2.6582737265272507,18.00828558130935,8.426377965728332
2.97090608471633,19.11953040022418,8.523608743785037
2.774677254732142,19.38065367234398,8.697213961674937
2.689930156039228,19.686674912737622,8.920688823399177
2.424518680437171,20.187912687988717,9.579511951062997
2.4313407877726805,20.279286766645615,9.54442555719233
2.444312455915699,20.581245670753095,9.777670983458643
2.507462651787321,20.78901427491441,9.774828266779874
2.3310193411799873,20.491904000311962,10.122913464389965
2.1177241505721165,20.381910755890896,10.252580162593897
2.487169630968246,20.24514773327746,10.811696775963036
2.5576289489635187,20.154382733840738,10.312246234980197
2.476128401262507,19.604117726448784,10.724044113752267
3.003375093382708,18.243013738759203,10.72117471320774
3.4872184158056427,18.172687814332637,10.80394058049754
3.9695380219349445,18.1797885787151,10.572568578567159
4.429685923943816,18.38962898265434,10.650477889669858
4.318457274260502,18.575954283150107,10.471605426067455
