0,1,2,3,4,5,6
0.015977616403276454,0.02473860960320304,0.0029061163301176275,0.0029514708316969326,0.0,0.4217101558245048,0.24658645228765036
0.015977616403276454,0.029260961096967228,0.0030413467016774643,0.011922642229330758,0.0,0.42173387263176565,0.2467286834423316
0.015977616403276454,0.03421343271985411,0.007255070326939825,0.027232662626765252,0.0,0.4385875526352284,0.2467286834423316
0.02275465333669894,0.039094617002846374,0.011982487677265029,0.031818810067406604,0.0,0.4396754500254238,0.6706127437910385
0.02275465333669894,0.039094617002846374,0.016709905027590233,0.05735429355896775,0.0,1.2679925090906903,1.0057768845318764
0.029003575560947237,0.06674481017222572,0.026845135399150066,0.0895050117277565,0.0,1.674972835701993,1.1733589549022954
0.03402441644128982,0.13693396102548322,0.04575480480045088,0.12157723142149235,0.0,1.7220537651764967,1.2523633368195268
0.013025959157670788,0.14935409254080353,0.056003553071183175,0.17034898013814537,0.0,1.3044124972327173,2.001838231373115
0.01980299609109327,0.31608025933306133,0.06545838777183359,0.24565070609304057,0.0,1.4796147767925136,2.1697047640528973
0.028508081003153003,0.44061730846770264,0.09505269665715407,0.3491966443011554,0.0,1.4868301670221138,2.426148985185866
0.027662862106515446,0.4595678673994056,0.12149765623041374,0.5015104022130259,0.0,1.5032361651778707,2.0026916183012027
0.032683702986858035,0.4892384879993197,0.17157970255529945,0.6892318263143606,0.0,1.3096446057149467,3.0973306535956295
0.06103808940140921,0.5094557087639534,0.2677873738214787,0.8989233281876168,0.0,0.923146280480513,3.265623879739455
0.07610061204243697,0.5489804458959224,0.37486506030776273,1.066901939695204,0.0,0.9386962935681602,3.51277925664583
0.10622565732449248,0.6706253885322683,0.5144899179744602,1.3746483992267275,0.0,0.9961542613516393,2.596433447495228
0.1517960876948439,0.7248502391585375,0.7844242727918748,1.635720269621289,0.0,0.918854096976103,2.5972868344233158
0.22801967805642503,0.8109338944408365,1.0161145209089155,1.9359746850771864,0.0,1.079656343797728,8.947254513510094
0.3045519302787737,1.1922674850092294,1.6475523583007585,2.2833932050242702,0.0,1.5508176965954252,9.619858493466669
0.4356328679162877,1.2407370970980909,2.619252828547496,2.5060616146996795,0.0,1.0245950749713857,8.617779618956506
0.5239455676875739,1.4160498558478662,4.16665452380366,2.8347780081637834,0.0,1.2249371018683757,8.452331015906305
0.7368967026152426,1.6502180668183235,5.765139428569874,3.0043321179192297,0.0,1.4940581959825283,13.894815036605031
1.0960521165295536,1.8529993981589332,7.80349533077775,3.2725851247502757,0.0,1.6079161553598595,17.31830544902427
1.3560127736931904,1.890364471022428,11.206672467017828,3.8786748848886834,0.0,1.6545550404764904,17.242572383664704
1.6152101278012578,1.9772856806205243,13.959934652299264,4.503678902696356,0.0,1.629498171807398,11.308053307628127
1.8532016809721354,1.8679687667754745,17.442175829916366,5.718119387045174,0.0,1.3359615037201213,21.914443660572395
2.188092088893643,2.15272113226746,20.060039249554343,6.345346015063459,0.0,1.3862706480809364,32.61969616427921
2.5733273616898895,2.263296223166127,22.631508257176126,7.384549925270057,0.0,1.3427915547273996,35.379871440968465
2.9444130611028516,2.1895744423243055,25.397578460803572,8.005521177492867,0.0,1.2080659661068411,38.299762255348355
3.09985197648744,2.100887788394887,27.87341811973567,8.6711931369418,0.0,1.2612761740003453,37.71687381308242
3.5553965477470797,2.2448865463102448,29.273229807627832,9.021683163471845,0.0,1.289890193817598,37.88388695883411
3.8675011189572204,2.2237640215589454,32.307289255416414,8.883440481774954,0.0,1.2558964080575832,37.38626106929138
4.296792448735676,2.354100326233337,33.96173057625364,8.282454661335855,0.0,1.195741989158266,28.52213564118427
4.622860270279063,2.409442362538377,35.86051060017958,8.122834025135502,0.0035699479328789563,1.1628687562113948,20.751938092598188
4.7311759227267425,2.5765476887183616,37.72340153659598,7.474541620665776,0.0035699479328789563,1.0655143485285132,18.32706918780445
4.76786116568032,2.6450647056082093,39.87710604624785,7.205526076963799,0.00514042430718495,1.0513416631192265,10.382134191941569
5.0681363144095455,2.9589229220249855,40.22769086594101,6.753772504983271,0.006710900681490944,0.9591983489395516,7.709683216777416
5.1923079854144385,3.1953244674825783,41.00312385551703,6.277521462040118,0.012992806178714917,0.8787975479372723,7.708829829849328
5.343792910286579,3.807856028460939,40.4467756071072,6.0222818999118655,0.016133758927326904,0.8801042940894276,10.970897930721751
5.3677799894156655,4.778915147162966,40.65687212700864,5.641904609520934,0.033408999044692834,0.8046390992272188,13.476762453598257
5.429116249103669,5.355927009555974,41.723056954788355,5.651489374002123,0.033408999044692834,0.9432614038881902,15.825044906104342
5.8586838236380565,5.5860860991228485,41.59231327956777,5.532141683870686,0.03812042816761082,0.9174604269027066,16.817123780614505
6.448727251144688,5.612735415875572,41.7783948610248,5.694952282132256,0.049690904541916804,0.8070036471288574,16.085143318086708
6.8935977988695445,5.644272213578616,41.58196100833155,5.660712234289007,0.05640180522340775,1.001771601245548,15.840121408500552
7.127265011427211,5.574861702570758,41.29292444001111,5.725410589102928,0.05954275797201974,1.019901657926912,25.282583881923795
7.511125118256308,5.457551194182304,40.858951318187984,5.994391860501068,0.07296455933500162,1.589115127067057,21.9288090071952
7.803556149708263,4.959391096205452,41.27511376758577,6.058254537143762,0.06354170108916567,1.6653989441057337,16.998360041834324
