0,1,2,3
0.9999999999999999,1.4081107576398757,1.8516915433988343,2.054085949062023
0.9999999999999999,0.18278060313019737,0.19918517295494984,0.4165150401673092
0.0,0.7441259022657476,2.4228884057840214,0.3502338972892022
0.0,3.0241363016328453,3.541243556847125,1.6742416666591355
0.0,4.104277348524464,4.577241299527048,3.212126233011296
0.0,8.616665454688805,9.342779469678584,1.7189280145649628
0.9597989693793317,17.23432879096766,4.5182168914594465,1.225593097998758
0.0,6.120368216279695,8.051776572160277,4.681941566802571
2.8793969081379953,12.504655964171258,9.453092707516372,5.487756064467872
0.0804020612413363,14.455027508421301,51.038646409277085,4.370905807112907
0.0,16.00899863645798,46.53193422825059,2.2143245066956934
0.0,44.787865917017534,57.37217735093147,10.406414082687036
0.24120618372400887,42.81278054159602,70.78174910775022,5.049829082091305
0.0,63.50686233428975,90.81259928491123,5.171497266430849
0.0,56.910167192311505,122.2429156020642,6.68307245202192
0.0,86.31084577291605,149.17304725241553,6.854925676203097
0.9999999999999999,171.1488593462771,179.10502457120197,29.75719456606108
0.0,387.38817424760776,214.64936102255913,7.638071098987446
0.0,640.1668283914029,306.24731204491985,6.480193881627147
0.0,1044.971105428757,295.6703503882957,8.568877477913425
0.0,1176.359492719065,367.99839435916493,28.240180660508038
0.04020103062066815,1715.0818710689648,440.5702265400483,21.36489034475479
0.1608041224826726,2010.3142015669264,500.05052878324517,7.837603754636499
0.12060309186200444,1715.0882473584736,517.274774231544,11.500490902389004
0.0,2696.5680889620844,594.3667903590192,44.414882826659536
0.1608041224826726,2203.9092507582413,601.502333820097,53.322849208846655
0.9999999999999999,2205.276668735799,597.4621083870226,20.71892497043584
1.2412061837240087,3291.2813341529277,659.0001802938071,42.19237634050831
0.0804020612413363,2475.17669309606,687.9602655683035,20.63551379808945
0.3216082449653452,2902.7344662265837,674.4717715052728,15.752640304717449
2.603015459310022,3356.0830977596283,627.5334583336619,12.084979554658755
0.44221133682734964,3160.6718088653165,675.5787353050862,18.583131509215548
14.839195877517326,3527.187170343461,667.3939320284538,23.95621702226697
0.281407214344677,3986.1994476887835,569.8914581753373,22.849945698191206
1.7236185511720266,4648.880154103545,625.5459714499019,13.95771072338299
3.3718608066194204,3068.6110007392417,712.8739276856326,19.803199026676616
8.095479357791447,3663.319667571792,627.7493646363956,17.080292308642832
10.346737072548864,3275.1214626928454,654.9352545325376,30.172926436715215
13.190958715582894,3632.6070048944284,580.3384935049017,38.66783397362596
13.296484510894787,4094.7758927609066,585.9289055970726,39.63553690781136
15.095479357791447,4108.869319237345,719.6397702682734,34.79694476613339
18.623118521376835,3853.0224119746495,873.2969836318674,35.38711525777617
29.291463838891044,3242.538638724807,964.4381763511356,25.018687838546374
28.00001018702592,2746.9432501252854,759.8923152378919,66.77036241514853
74.83418029902654,2814.209524160845,656.7334875378657,32.47683919003193
23.201015340129263,4394.838792760646,672.577025605491,24.386938444120698
35.78392773737247,3291.9969175478686,551.2330952289532,25.207071094519716
61.77890197185576,3170.6588777084926,522.0669116652302,23.153955161588428
86.291468932404,2833.4735431881336,586.9878723675016,21.10901591323051
91.2713760573631,2568.2316441881944,721.9283131010083,20.48296293314331
115.21106687116267,2041.0113141918748,696.3392065169363,23.38014121324735
138.58293277129505,1936.0168028270143,646.4117157177266,24.45074921142043
170.09046887281363,2226.7543900276405,833.5355671264739,22.173327839160024
176.67840194206056,2781.864591080408,747.918879171839,21.728146851497396
208.53268530315393,3343.4947457294716,592.6475883102687,26.398489628529113
240.2010204336422,3873.8407435134336,669.95591810096,25.054864393472087
287.85428845460626,2483.3647965776554,699.705541693594,23.158311505899473
353.9548037649403,1900.7624035105257,701.952036378378,22.132489218425015
410.30654622895406,1582.3632151844722,635.3643517464764,22.63569488383915
424.62312870840276,1911.9399500320558,596.7336851837846,22.533907184307505
540.1658298879994,1905.2751235644728,654.5045640825267,39.39744948201557
870.326628916969,1881.3493051726525,685.9047295526149,21.051082697615602
853.4321598057938,2029.5375037859912,538.467522633311,27.94975559642173
657.1105566543414,1676.5698660837622,668.2994509569797,17.879055219677944
757.6934690515847,1370.4530215206812,542.2140252825043,24.64884593415899
1104.1407061539287,1292.6518113723273,625.1880604527756,23.555504966150814
1147.2864227928353,1331.214843830376,514.9847794330608,30.753278735986527
1243.4472167282922,1683.230317795221,546.2458156114538,29.350977784070565
1303.2914383713262,1297.4224655334585,484.1070990947045,16.032561122894354
1360.306520761389,1459.0554521785298,584.1410631568087,22.50080983324107
1210.6381805373878,1199.476409548904,588.022115943431,23.461360893465866
1387.1457166389066,975.985408089332,605.0735679960588,47.356468857127396
1150.3567784165562,1106.9398118071595,465.15908666787755,27.647550451104582
1165.532654742076,1135.1822196717108,553.3386508953959,30.958932436954058
1471.3215878709132,1348.85275286209,527.566698920534,24.912089281112692
1132.1607939354567,1555.3690951223534,540.5647346227099,20.723387393604924
1164.1457217324194,1272.5057334798444,545.1240981663309,21.424902751054667
1051.6231134278637,1240.4287838543275,505.51965605977375,22.28911139022251
915.3065411354411,1085.399753687737,520.5713236237843,29.360989806565325
1021.4120669307529,1056.1816881902123,440.2680275033883,31.98439594376286
1410.6130568033172,996.8570602188546,454.0949274824159,38.177938269911294
1329.5829022102173,1437.213075447878,442.3309382826239,31.299846099148205
1026.9597938758664,1131.5330079615292,460.0169208030725,24.415147447740523
1251.8190928154504,1159.2163679875491,627.1478710867264,39.01487994686664
1419.9045155486954,1185.6389273809716,459.7156040267141,26.96403285274151
736.1457421064713,1131.1766433739426,488.2974030522233,31.785747758778633
2275.507510633953,876.5074402163394,370.5144155555209,27.351673648889868
1938.7436910521608,784.7729595872256,1025.097896577825,42.42391894832313
1707.2512424342183,1186.9060941254052,454.2779587419147,35.21813923090943
1920.396959073125,1338.710621305531,468.3888004910484,36.20415909891447
1814.944711485803,1218.4307493559047,384.9121603260744,36.31216482534212
1232.1306597164084,1141.006764383583,393.6312913138175,31.385841938040876
1110.8894535326842,990.834774499614,371.1796200562006,36.27914706135925
1529.100510216821,1196.812855318534,385.8390768530803,66.08993802676385
1342.582902210217,1193.3349331239729,322.77743232681644,48.578047012717214
2278.844185988443,1270.9625171196744,382.69200569511514,38.467703248747206
1541.6381754438748,1222.8613417681213,358.74827707609364,40.954669148928474
1825.6482269749083,1305.696229746869,329.71819784096203,33.29668238760304
1429.1306495293823,1207.5529513971003,384.0319239911707,38.788952968168736
1309.0703454366949,1008.4976431892468,375.8857581313208,37.07534702605921
1247.6130568033175,1067.6021627145187,361.3523772543317,53.71704463616802
2457.3919231205823,1151.5143882108146,515.0108293693044,41.08594986187054
1885.1306189683046,1195.501182900337,459.47526793529784,40.10984450655556
1643.5879076016818,1298.8062603703966,352.092845467265,61.788463961907134
2092.708515787057,1750.5517093228152,436.1893064062793,51.964142550958776
2180.824103300428,1546.9135071951096,457.6152903857086,58.45024769478212
1246.6181029428858,1409.8417888825159,453.1273273743814,72.9605867733729
1454.5577835696595,1697.3825154233177,457.50915406656264,62.23058469148605
1623.4170774157305,1602.2819071329657,498.0772675968389,56.168495733265125
2048.3014949958724,2103.247657699731,539.2021739678441,50.416137613249916
1703.9949589539442,2153.630969992194,499.5695478053801,48.876504781040964
2060.6432113964174,2468.955439029975,592.56568469333,53.412932027959535
1904.412051650214,2117.0421926117656,598.5718470261984,41.56872903206484
1447.1105617478543,1863.1942500531893,557.3454212598431,84.63028134203492
1593.7236287381977,2029.8718475048438,650.1976148823397,61.163900576402895
2026.58290730373,2939.6443413562033,670.9079604871306,64.53149218784674
2092.824088019889,2560.469425088398,670.0350461878786,55.27396007435766
2323.4019848386415,4347.875031677177,616.3831434377187,40.4486526775102
2298.2060207315935,4668.251795557131,686.1574614602421,41.83524032306272
2033.5377008816447,4346.258558590188,708.3718220497944,68.31817791579955
1930.9346752353085,2820.9306102475193,716.197578060308,79.67715306150711
2273.39698454069,3231.8363853380274,812.0891106338189,79.2387898387619
2874.115556952293,3396.047688443657,735.1082824554335,96.13883287647232
1927.8140568629076,4769.000619066227,832.3946328892487,58.9278365193246
2197.4371855713102,4662.448898558836,816.3753801532445,55.656925088165906
3023.2563140413517,5806.823000205151,881.1306367151193,77.16314413439422
3074.5276493506112,5045.516637363114,950.6823080443443,62.1723354379105
3021.919603032271,3455.4299596119336,954.5610339909159,82.9629147081876
2614.0653807933336,4140.529929245264,890.0119968062686,79.14257583053127
2511.728690158305,5168.438346756572,823.5841273277853,77.24313733136364
2364.834195579565,4561.101804542112,1101.97852493852,75.99917109048059
2600.452318896503,5877.069694166077,1019.0531551507462,77.2650974652351
3652.778932532933,5464.427263499055,897.4526956740004,84.42075358710903
2795.673467859777,7761.049567797825,993.2484152336912,72.16018960726798
2955.447303318012,6408.450235183414,941.265436031036,100.40556923658619
2431.0654164479242,5178.7604224171755,1108.5916691068783,109.57817712023773
3082.5829938934503,5649.981084860933,1009.5815271731468,80.04188982526067
2947.5879738173503,6786.470694602211,1030.896380265014,78.09801546385296
3663.2663910399497,6058.912586989712,1128.6357862531618,75.73065262464009
3751.71870484294,5981.753469195587,946.5075309743961,86.43808109064061
3348.9599263072027,6803.569450581408,1081.5897586135031,84.31321418678947
2716.5880655005835,5801.807587641858,1115.6929174837524,94.45109888996825
2913.2212355529937,5607.538902308298,1073.4959338025276,88.5157859163768
3557.000056028642,5303.3564732736495,1169.1833215002807,81.10837068525028
4257.23618551172,5309.8623672247295,1170.8741458389477,73.83122656525644
3973.457426158227,7057.388866367766,878.2965258221154,79.87083758593468
3953.4674929697994,7072.298473660452,965.0091151249051,81.79069525795096
4249.834322917389,5872.285700168679,959.9942962164766,87.10823879652263
4232.638368997367,5874.0235198020655,1039.7011189405837,86.23101946160097
5978.226235850945,5805.607193411755,969.0026565905869,113.03132073348071
6495.904571577337,5650.545070788537,894.4235511974874,99.85027142888038
4917.577932473343,5567.399980670383,946.0594899888349,68.887172940612
5660.562901018409,5576.4695439274765,942.902493154376,81.8939850165724
5826.7438540445755,6248.279682039214,946.6690362960362,52.93192631729705
4724.050441021633,5305.86819989931,1039.9000465685529,69.4452931143035
5885.357027998691,4923.036928657157,997.1361689101651,88.92443733238706
7148.462380614562,4295.623317644482,1166.6949589140202,82.26131134922818
8184.010066811571,4087.703779907323,966.5841384244244,10.72700060216938
7625.713577207163,4870.003229297738,1014.660585306083,104.32493757426238
8401.919577564706,4838.70514810447,876.90737815527,69.98071146403005
8173.246277790856,5583.832464145021,879.0283003990188,70.45670868902815
8961.979952966574,4783.813389279927,953.941997482574,79.51472778493087
6536.909627903932,3663.3049511666036,958.9309233840551,117.70165575083509
6333.296515071972,4027.592861097353,816.5095555148496,119.27984549583005
9818.607990289696,5050.173538116928,749.1659808148985,116.19204148503691
8360.753655993474,3596.8367047314587,993.0621363982875,86.5904629509875
7185.668324943462,4019.9056698046247,799.8985307475314,66.71691329066938
8092.1156435420135,4852.180124084883,911.4543853298659,60.79049549108926
8545.783932830886,3488.6138661292302,970.4968229679824,81.69390023406393
7750.402076521874,3185.0656240537646,940.128932012592,118.59852301995201
